time,signal,forecast,true
1579903200.0,-1.0,-1.2219839646926145,2.3399999999997867
1580079600.0,0.0,-0.11145090844062161,3.1600000000000517
1580083200.0,0.0,-0.3292554684867793,-1.9000000000000128
1580086800.0,1.0,0.9211712809834167,1.3700000000000934
1580090400.0,-1.0,-1.391597137170727,1.0399999999999299
1580094000.0,1.0,0.05625352842612741,-1.5300000000000313
1580097600.0,-1.0,-0.8733694965698003,0.3500000000000725
1580101200.0,0.0,0.0001743931466880455,0.29999999999996696
1580104800.0,1.0,0.797329185056378,1.6099999999998893
1580108400.0,0.0,1.0744836838357972,2.850000000000019
1580112000.0,-1.0,-0.05558874875812436,-0.04999999999988347
1580115600.0,1.0,0.39663775915570687,1.3900000000000023
1580119200.0,0.0,0.351272583951021,1.9599999999999618
1580122800.0,0.0,1.1339911558967017,0.15999999999993797
1580126400.0,0.0,1.3040346685474304,0.4300000000001525
1580130000.0,0.0,0.16317821310157937,-0.6500000000000394
1580133600.0,0.0,1.3082372526949348,-0.660000000000105
1580137200.0,0.0,1.3119587039499436,1.6400000000000858
1580140800.0,0.0,1.7972150087832923,1.5000000000000568
1580144400.0,0.0,1.0133421488158145,-1.1700000000001154
1580148000.0,0.0,0.3498803972173907,0.09999999999998899
1580151600.0,-1.0,-0.2225120037233268,0.5699999999999594
1580155200.0,1.0,0.02580948149675144,-0.22999999999995246
1580158800.0,-1.0,-0.4657997124744335,-0.25999999999992696
1580162400.0,1.0,1.2795293598010475,0.19999999999997797
1580166000.0,0.0,0.28344242630525623,-0.2900000000001235
1580169600.0,-1.0,-0.5134835740533125,3.250000000000197
1580173200.0,0.0,-1.1325584373671662,-0.9700000000001374
1580176800.0,1.0,0.5209324252931646,-0.6999999999999229
1580180400.0,-1.0,-1.4566670286349235,-0.31000000000003247
1580184000.0,0.0,-0.1979801948950659,-0.5800000000000249
1580187600.0,0.0,-0.8135705555639616,-0.7500000000000284
1580191200.0,0.0,-0.5801028926687941,0.2700000000002145
