time,signal,forecast,true
1579903200.0,-1.0,-100.80751795746994,-308.9999999999975
1580079600.0,0.0,-22.127433230570418,-141.9999999999959
1580083200.0,1.0,23.958798673555794,246.9999999999999
1580086800.0,-1.0,-53.038023640073845,-84.00000000000318
1580090400.0,0.0,-40.41366868868659,-69.00000000000261
1580094000.0,1.0,27.08116203250991,105.00000000000398
1580097600.0,0.0,111.08664338126265,42.999999999992156
1580101200.0,-1.0,-7.0136596189746285,-36.99999999999193
1580104800.0,0.0,-63.531520836820604,-14.000000000010004
1580108400.0,0.0,-57.07689052730444,-61.99999999999761
1580112000.0,0.0,-90.03540632621792,-72.99999999999329
1580115600.0,0.0,-83.17437000065468,-118.00000000000921
1580119200.0,0.0,-40.12081370633391,-30.9999999999917
1580122800.0,0.0,-7.987915417031566,75.9999999999934
1580126400.0,0.0,-110.02657428998018,-3.9999999999906777
1580130000.0,1.0,9.97252052931352,78.99999999999352
1580133600.0,-1.0,-32.587169086417674,-57.999999999992724
1580137200.0,0.0,-4.996232232399805,-17.000000000010118
1580140800.0,0.0,-7.128212511443678,43.00000000000637
1580144400.0,1.0,46.73981650195445,33.999999999991815
1580148000.0,0.0,4.018700820442895,-15.999999999991132
1580151600.0,-1.0,-51.49699034396305,-76.99999999999818
1580155200.0,0.0,-76.91650309348977,-58.000000000006935
1580158800.0,0.0,-92.01631291095798,-39.99999999999204
1580162400.0,0.0,-1.5103084282453239,12.999999999991019
1580166000.0,0.0,-0.3638673000090975,55.00000000000682
1580169600.0,0.0,-44.45360687090117,-70.99999999999795
1580173200.0,1.0,24.2420913934546,134.00000000000034
1580176800.0,-1.0,-2.2647796217545917,-9.000000000000341
1580180400.0,1.0,46.737216510016424,-1.0000000000047748
1580184000.0,-1.0,-64.84264567354687,-1.9999999999953388
1580187600.0,0.0,-41.47242125513323,56.99999999998795
1580191200.0,0.0,-0.5122833683845975,19.000000000005457
1580194800.0,0.0,-83.62988078398146,-7.999999999995566
1580198400.0,0.0,-21.17462632930178,-197.00000000000273
1580202000.0,1.0,7.508322830023957,-64.99999999999773
1580205600.0,-1.0,-40.99198645749629,6.000000000000227
1580209200.0,1.0,66.48004671456957,63.00000000000239
1580212800.0,0.0,51.75220773179906,165.99999999999682
1580216400.0,-1.0,-88.61145209399217,-36.000000000001364
1580220000.0,0.0,-1.0936985812175521,31.999999999996476
1580223600.0,1.0,13.483969287989652,109.00000000000887
1580227200.0,0.0,17.346330418594697,64.99999999999773
1580230800.0,0.0,19.790901381463364,-51.00000000000193
1580234400.0,-1.0,-53.7648966157625,22.999999999996135
1580238000.0,1.0,129.72746381356959,42.00000000000159
1580241600.0,-1.0,-8.158483447250045,4.9999999999954525
1580245200.0,1.0,13.707826269729061,85.99999999999852
1580248800.0,-1.0,-6.344768998999015,36.000000000001364
1580252400.0,1.0,19.704820364049933,-97.99999999999898
1580256000.0,0.0,8.388179399676169,-18.999999999991246
1580259600.0,-1.0,-37.884075787082025,66.99999999999307
1580263200.0,1.0,49.28506865399529,-6.999999999990791
1580266800.0,-1.0,-103.19755797265536,43.99999999999693
1580270400.0,1.0,58.15079968614154,-29.000000000010573
1580274000.0,0.0,21.892748811159805,-51.9999999999925
1580277600.0,0.0,31.49993491113407,-10.99999999999568
1580281200.0,-1.0,-61.24148724781939,-66.0000000000025
1580284800.0,0.0,-15.470126901087077,4.9999999999954525
1580288400.0,1.0,7.453814603139605,-70.99999999999795
1580292000.0,0.0,5.862240688616687,36.000000000001364
1580295600.0,0.0,132.92048744887805,-33.00000000000125
1580299200.0,0.0,17.187048199783234,13.00000000000523
1580302800.0,-1.0,-32.167948830349474,-24.00000000000091
1580306400.0,0.0,-72.33968825564884,-82.99999999999841
1580310000.0,0.0,-61.84660926631371,-12.000000000000455
1580313600.0,1.0,27.17819819646765,25.99999999999625
1580317200.0,0.0,20.0853637722782,1.0000000000047748
1580320800.0,0.0,29.836028194904074,-10.000000000005116
1580324400.0,-1.0,-39.97331045339009,-31.00000000000591
1580328000.0,1.0,8.470390604951568,-49.99999999999716
1580331600.0,-1.0,-18.494983083947048,-6.000000000000227
1580335200.0,1.0,29.94298046518385,-13.00000000000523
1580338800.0,-1.0,-55.91556258799497,-1.9999999999953388
1580342400.0,1.0,59.37089735290697,-36.000000000001364
1580346000.0,0.0,36.7932439171915,-4.9999999999954525
1580349600.0,-1.0,-102.81010360455755,-67.00000000000728
1580353200.0,0.0,-7.563324174290386,5.000000000009663
1580356800.0,0.0,-72.79120252553494,15.999999999991132
1580360400.0,0.0,-114.85646262277214,3.0000000000001137
1580364000.0,1.0,44.41010073596491,-31.999999999996476
1580367600.0,-1.0,-84.329971725587,-111.0000000000042
1580371200.0,1.0,2.481614759729382,32.00000000001069
1580374800.0,-1.0,-8.938688707271496,7.999999999995566
1580378400.0,1.0,49.61175235623413,0.0
1580382000.0,0.0,22.098636953989853,-31.999999999996476
1580385600.0,-1.0,-53.853866138586724,-88.00000000000807
1580389200.0,1.0,70.55727042487712,170.0000000000017
1580392800.0,0.0,1.7058661429100823,-28.999999999996362
1580396400.0,-1.0,-54.408813527061284,-228.9999999999992
1580400000.0,1.0,35.09337069463693,99.00000000000375
1580403600.0,0.0,29.934908340778374,-121.00000000000932
1580407200.0,-1.0,-11.014517874138292,13.00000000000523
1580410800.0,1.0,46.37435055953219,109.99999999999943
1580414400.0,0.0,143.4247840257767,269.999999999996
1580418000.0,-1.0,-14.132357765536575,-70.99999999999795
1580421600.0,1.0,21.7671099653575,-6.000000000000227
1580425200.0,0.0,61.8246414270868,-58.9999999999975
1580428800.0,0.0,46.87029237037184,200.9999999999934
1580432400.0,0.0,53.86934717558991,-28.999999999996362
1580436000.0,-1.0,-47.314047372721326,-4.9999999999954525
1580439600.0,1.0,66.89257308261145,13.999999999995794
1580443200.0,-1.0,-4.774898133897423,25.99999999999625
1580446800.0,0.0,-39.54636499505391,-46.999999999997044
1580450400.0,0.0,-18.31329203575335,-61.99999999999761
1580454000.0,1.0,66.32615008282552,4.0000000000048885
1580457600.0,-1.0,-16.17400310650926,-87.0000000000033
1580461200.0,0.0,-34.71608512753154,-73.99999999999807
1580464800.0,0.0,-69.3224579335733,-73.0000000000075
1580468400.0,1.0,16.514202815679226,8.000000000009777
1580472000.0,-1.0,-15.246076678102895,59.99999999998806
1580475600.0,0.0,-58.15319734730466,-30.9999999999917
1580479200.0,1.0,27.10636202401339,-75.00000000000284
1580482800.0,-1.0,-78.30854556559339,-284.9999999999966
1580486400.0,1.0,54.16593198201496,109.99999999999943
1580490000.0,-1.0,-99.34602736895522,-144.00000000000546
1580493600.0,0.0,-25.319638740180068,-84.00000000000318
1580497200.0,0.0,-35.53454722861116,34.000000000006025
1580500800.0,0.0,-39.305371217263925,-13.999999999995794
1580504400.0,0.0,-49.339025132009624,-63.00000000000239
1580508000.0,0.0,-155.12171737401013,15.000000000000568
1580684400.0,0.0,-33.92374767396675,36.99999999999193
1580688000.0,1.0,3.3038395920250565,63.00000000000239
1580691600.0,0.0,23.49428320951493,84.00000000000318
1580695200.0,-1.0,-98.65630825001026,-99.99999999999432
1580698800.0,0.0,-54.31007659991252,68.9999999999884
1580702400.0,0.0,-10.432706917898955,-59.99999999998806
1580706000.0,0.0,-6.400128415455811,53.999999999987836
1580709600.0,0.0,-21.441024965729238,-4.9999999999954525
1580713200.0,1.0,25.96114499591603,97.00000000000841
1580716800.0,-1.0,-79.09685727558973,-49.000000000006594
1580720400.0,0.0,-60.882158785025005,-91.99999999999875
1580724000.0,0.0,-75.44913721637829,-52.99999999999727
1580727600.0,1.0,41.42430338072712,110.99999999999
1580731200.0,0.0,60.449409794074946,-1.9999999999953388
1580734800.0,0.0,2.5210165218897203,-7.000000000005002
1580738400.0,-1.0,-28.541160180673348,86.00000000001273
1580742000.0,1.0,5.346693117346874,-88.00000000000807
1580745600.0,-1.0,-76.96184751241381,-286.00000000000136
1580749200.0,1.0,10.217215167910936,120.00000000000455
1580752800.0,-1.0,-21.933591303205286,-67.00000000000728
1580756400.0,1.0,4.5349961613918275,15.000000000000568
1580760000.0,0.0,12.369527041811299,-12.999999999991019
1580763600.0,-1.0,-35.00404098415112,64.99999999999773
1580767200.0,1.0,17.09513089890057,-42.00000000000159
1580770800.0,0.0,65.99678370666732,-58.9999999999975
1580774400.0,-1.0,-44.66975166716571,-22.999999999996135
1580778000.0,1.0,64.0089681421183,109.99999999999943
1580781600.0,-1.0,-22.41686521411653,-26.00000000001046
1580785200.0,0.0,-111.22043890314576,30.000000000001137
1580788800.0,0.0,-29.137688856129472,29.000000000010573
1580792400.0,1.0,26.122602062494195,51.9999999999925
1580796000.0,-1.0,-65.86637271352704,100.99999999999909
1580799600.0,1.0,13.090610328816137,33.00000000000125
1580803200.0,0.0,66.48031750747207,143.00000000000068
1580806800.0,0.0,19.669284886697817,31.999999999996476
1580810400.0,0.0,20.87283689096438,-117.999999999995
1580814000.0,0.0,73.6158008676005,55.999999999997385
1580817600.0,0.0,76.60929513010586,63.00000000000239
1580821200.0,-1.0,-81.90113567004227,16.999999999995907
1580824800.0,1.0,59.07501212260793,93.00000000000352
1580828400.0,0.0,16.937896639340895,40.99999999999682
1580832000.0,0.0,27.55092136751637,138.9999999999958
1580835600.0,0.0,64.15337558052954,-12.999999999991019
1580839200.0,-1.0,-26.627732482103895,0.999999999990564
1580842800.0,1.0,76.53168840283926,-34.99999999999659
1580846400.0,0.0,16.38387120449872,9.000000000000341
1580850000.0,-1.0,-32.924289025801095,63.00000000000239
1580853600.0,1.0,74.38859692540117,-51.00000000000193
1580857200.0,0.0,36.67449940172742,-49.99999999999716
1580860800.0,0.0,4.541496885573764,-24.00000000000091
1580864400.0,0.0,49.064587902178054,52.00000000000671
1580868000.0,-1.0,-46.378653613748696,-71.00000000001216
1580871600.0,0.0,-18.977622444263922,-0.999999999990564
1580875200.0,0.0,-7.946631439744259,30.000000000001137
1580878800.0,0.0,-11.909959840622662,-50.00000000001137
1580882400.0,1.0,74.15273762216651,-18.999999999991246
1580886000.0,-1.0,-46.793161870642955,-70.99999999999795
1580889600.0,1.0,37.69056926429389,290.9999999999968
1580893200.0,0.0,26.737610687341437,149.0000000000009
1580896800.0,0.0,30.773721372186913,-58.9999999999975
