time,signal,forecast,true
1579903200.0,1.0,0.8357703966429841,0.8200000000000429
1580079600.0,0.0,0.3063108059424916,0.7699999999999374
1580083200.0,-1.0,-0.9996277014613992,-0.27999999999983594
1580086800.0,1.0,0.3127278084770262,1.0099999999999554
1580090400.0,0.0,0.7430006371764019,0.04999999999988347
1580094000.0,0.0,0.19186022431614014,-0.5999999999999339
1580097600.0,-1.0,-0.2565260736515187,0.050000000000105516
1580101200.0,0.0,-0.6291105989725019,0.29999999999996696
1580104800.0,1.0,0.23045480971847365,0.1100000000000545
1580108400.0,0.0,0.18656938451706878,1.8399999999998418
1580112000.0,-1.0,-0.1622126506175678,-0.08999999999992347
1580115600.0,1.0,0.03869282679589309,-0.5100000000000104
1580119200.0,0.0,0.5339218161529213,1.060000000000061
1580122800.0,0.0,0.8426895960217663,-1.2400000000001299
1580126400.0,0.0,0.49641191673987406,0.600000000000156
1580130000.0,-1.0,-0.5100304940492767,0.05999999999994898
1580133600.0,1.0,0.5909651808051668,-0.700000000000145
1580137200.0,-1.0,-0.07850790493838358,-1.4199999999999768
1580140800.0,1.0,0.01108739129874825,0.740000000000185
1580144400.0,0.0,0.8787029411212,-0.45000000000006146
1580148000.0,-1.0,-0.2737545855609208,-0.040000000000040004
1580151600.0,1.0,0.5304316922025276,0.6500000000000394
1580155200.0,-1.0,-0.5031598991993691,0.6899999999998574
1580158800.0,1.0,0.5912400875792836,0.9300000000000974
1580162400.0,-1.0,-0.8044622237292215,-0.21000000000004349
1580166000.0,1.0,0.2839499376619746,-0.28999999999990145
1580169600.0,-1.0,-1.2893536399552632,0.09999999999998899
1580173200.0,1.0,0.3643449950488895,0.0700000000000145
1580176800.0,-1.0,-0.22970360573449145,0.08999999999992347
1580180400.0,1.0,0.4666748852718555,0.010000000000065512
1580184000.0,-1.0,-0.35014213555515256,-0.1500000000000945
1580187600.0,1.0,0.4225006130331386,-0.46999999999997044
1580191200.0,0.0,0.19380754012356677,-0.14999999999987246
1580194800.0,0.0,0.22938119842030713,0.08999999999992347
1580198400.0,0.0,0.22464317824860824,1.5600000000000058
1580202000.0,-1.0,-0.3861212007350021,-0.36999999999998145
1580205600.0,1.0,0.057891476736261493,0.6199999999998429
1580209200.0,-1.0,-0.5554591070126981,-1.8099999999998673
1580212800.0,1.0,0.34076351556881357,-1.2199999999999989
1580216400.0,0.0,0.27450184047484105,0.040000000000040004
1580220000.0,0.0,0.06023814225646329,-1.0100000000001774
1580223600.0,-1.0,-0.11998096340751263,-0.6099999999999994
1580227200.0,1.0,0.529792567036639,0.1500000000000945
1580230800.0,0.0,0.001906548592766233,0.5999999999999339
1580234400.0,-1.0,-0.6662181074976112,0.06000000000017103
1580238000.0,1.0,0.2043672657461728,-0.010000000000065512
1580241600.0,0.0,0.07840618453581089,0.21000000000004349
1580245200.0,-1.0,-0.6585022784457418,-1.0799999999999699
1580248800.0,1.0,0.08169213293021543,0.4199999999998649
1580252400.0,0.0,1.0078933051449626,0.560000000000116
1580256000.0,0.0,0.6700470547629827,0.07999999999985796
1580259600.0,0.0,0.002303950204021743,-0.7599999999998719
1580263200.0,-1.0,-0.25827985418711885,-0.17000000000000348
1580266800.0,1.0,0.005330095816492075,-0.7800000000000029
1580270400.0,0.0,0.15598620380819,0.25999999999992696
1580274000.0,0.0,1.0600590952969982,0.26999999999999247
1580277600.0,0.0,0.826430792522189,-0.180000000000069
1580281200.0,0.0,0.511656401521789,-0.08999999999992347
1580284800.0,0.0,0.03965790013882797,-0.7999999999999119
1580288400.0,0.0,0.8737246335217014,0.49999999999994493
1580292000.0,0.0,0.5472730920970548,0.14999999999987246
1580295600.0,-1.0,-0.29782911656666156,0.49000000000010147
1580299200.0,0.0,-1.3078000254967213,-0.280000000000058
1580302800.0,1.0,0.14516480174270752,0.12999999999996348
1580306400.0,0.0,0.49006924073100827,0.8400000000001739
1580310000.0,0.0,1.356507464977271,1.8199999999999328
1580313600.0,0.0,0.6422202535061718,0.18999999999991246
1580317200.0,0.0,0.9076804549757397,0.010000000000065512
1580320800.0,-1.0,-0.924446148769666,0.12999999999996348
1580324400.0,1.0,1.180341309525439,1.1200000000000099
1580328000.0,-1.0,-0.44028887123708493,-0.6099999999999994
1580331600.0,0.0,-0.01882174642010581,-0.0700000000000145
1580335200.0,0.0,-0.33437733929940616,0.1100000000000545
1580338800.0,0.0,-0.9229678271559522,0.320000000000098
1580342400.0,1.0,1.0508230580498328,0.21999999999988695
1580346000.0,0.0,0.5577892582345338,-0.36999999999998145
1580349600.0,-1.0,-0.28701725874315964,0.5699999999999594
1580353200.0,1.0,0.5123235101350758,0.0700000000000145
1580356800.0,-1.0,-1.0182424731078281,0.41000000000002146
1580360400.0,0.0,-0.23428748785771247,-0.41000000000002146
1580364000.0,0.0,-0.24053011559951393,-0.0700000000000145
1580367600.0,0.0,-0.27945407080717555,1.6000000000000458
1580371200.0,0.0,-0.09697503631942,0.38999999999989043
1580374800.0,1.0,0.7931976958945786,0.38000000000004697
1580378400.0,0.0,0.07882231910412174,-0.28999999999990145
1580382000.0,0.0,0.4841924784969853,1.2900000000000134
1580385600.0,0.0,0.08423813388409673,0.07999999999985796
1580389200.0,-1.0,-0.6652382734165211,-1.0699999999999044
1580392800.0,1.0,0.264601432695379,0.5900000000000905
1580396400.0,0.0,0.17530768023358212,2.2199999999998887
1580400000.0,-1.0,-0.07840908943254987,-1.3099999999999223
1580403600.0,1.0,0.9168932050050094,1.1200000000000099
1580407200.0,-1.0,-0.4595572352017477,-0.260000000000149
1580410800.0,0.0,-0.08274290185900057,-0.8199999999998209
1580414400.0,0.0,-0.9111396650209151,-2.6000000000001577
1580418000.0,0.0,-0.3212554396529447,1.6599999999999948
1580421600.0,0.0,-0.943189988556365,-0.0700000000000145
1580425200.0,0.0,-0.3861846038058232,0.140000000000029
1580428800.0,1.0,0.029985407306947598,-0.9599999999998499
1580432400.0,-1.0,-0.3694050766912761,0.13999999999980695
1580436000.0,0.0,-0.6365898649746079,-0.17000000000000348
1580439600.0,1.0,0.4366638495520798,-0.32999999999994145
1580443200.0,-1.0,-0.46661016071382627,-0.22999999999995246
1580446800.0,0.0,-0.5211090125414553,0.18999999999991246
1580450400.0,0.0,-0.09161568766193628,0.5500000000000504
1580454000.0,1.0,0.528885160995489,1.100000000000101
1580457600.0,-1.0,-0.0842550840982581,0.21999999999988695
1580461200.0,1.0,0.5723311834976474,1.5100000000001224
1580464800.0,0.0,0.6900436526333672,1.3299999999998313
1580468400.0,-1.0,-0.6725402607720916,0.360000000000138
1580472000.0,0.0,-1.2380162311714393,0.8899999999998354
1580475600.0,0.0,-0.2554963036536912,0.040000000000040004
1580479200.0,1.0,0.2360181610751373,1.0799999999999699
1580482800.0,0.0,0.7807271377006464,2.5900000000000922
