,time,open,high,low,close,tick_volume,spread,real_volume
0,2019-12-26 14:00:00,9.87118,9.87355,9.86625,9.8694,2161,279,0
1,2019-12-26 15:00:00,9.86935,9.8711,9.86408,9.86467,1716,279,0
2,2019-12-26 16:00:00,9.86456,9.86477,9.85449,9.85494,1146,279,0
3,2019-12-26 17:00:00,9.85467,9.85885,9.8532,9.85761,992,279,0
4,2019-12-26 18:00:00,9.85769,9.85793,9.84958,9.85032,998,279,0
5,2019-12-26 19:00:00,9.85029,9.85493,9.84753,9.85371,1478,279,0
6,2019-12-26 20:00:00,9.85381,9.85819,9.85201,9.8569,1520,279,0
7,2019-12-26 21:00:00,9.85698,9.86098,9.85582,9.85797,1004,279,0
8,2019-12-26 22:00:00,9.8579,9.8601,9.85161,9.85523,462,279,0
9,2019-12-26 23:00:00,9.8496,9.85884,9.84846,9.85836,212,536,0
10,2019-12-27 00:00:00,9.8552,9.86181,9.85261,9.85804,19298,279,0
11,2019-12-27 01:00:00,9.85803,9.86345,9.85711,9.86227,766,279,0
12,2019-12-27 02:00:00,9.86095,9.86624,9.86071,9.86504,705,279,0
13,2019-12-27 03:00:00,9.86541,9.86652,9.86308,9.86615,1393,279,0
14,2019-12-27 04:00:00,9.8662,9.86955,9.86559,9.868970000000001,1322,279,0
15,2019-12-27 05:00:00,9.86896,9.86979,9.86659,9.86903,1546,279,0
16,2019-12-27 06:00:00,9.86908,9.87017,9.86807,9.86931,1527,279,0
17,2019-12-27 07:00:00,9.86915,9.88894,9.86861,9.88185,4243,279,0
18,2019-12-27 08:00:00,9.8819,9.88632,9.87557,9.8857,22883,279,0
19,2019-12-27 09:00:00,9.88575,9.88575,9.85751,9.882,19599,279,0
20,2019-12-27 10:00:00,9.88196,9.88366,9.86687,9.8686,10433,279,0
21,2019-12-27 11:00:00,9.86873,9.885,9.86443,9.88258,11784,279,0
22,2019-12-27 12:00:00,9.88257,9.88512,9.86941,9.87466,13282,279,0
23,2019-12-27 13:00:00,9.87471,9.87774,9.85141,9.86206,14211,279,0
24,2019-12-27 14:00:00,9.86203,9.86593,9.84729,9.84878,14450,279,0
25,2019-12-27 15:00:00,9.84881,9.8563,9.8456,9.8551,18831,279,0
26,2019-12-27 16:00:00,9.85519,9.85617,9.84324,9.8474,26755,279,0
27,2019-12-27 17:00:00,9.84733,9.86874,9.84453,9.86526,10664,279,0
28,2019-12-27 18:00:00,9.86515,9.87075,9.86508,9.87012,3157,279,0
29,2019-12-27 19:00:00,9.87002,9.8723,9.86388,9.87009,4476,279,0
30,2019-12-27 20:00:00,9.87008,9.871739999999999,9.84721,9.85671,6645,279,0
31,2019-12-27 21:00:00,9.85675,9.86368,9.8549,9.86142,2141,279,0
32,2019-12-27 22:00:00,9.86147,9.86292,9.844570000000001,9.848,1390,279,0
33,2019-12-29 23:00:00,9.8551,9.86009,9.8518,9.8564,233,341,0
34,2019-12-30 00:00:00,9.86578,9.8666,9.84524,9.85031,2661,279,0
35,2019-12-30 01:00:00,9.849920000000001,9.85503,9.84529,9.85475,3180,279,0
36,2019-12-30 02:00:00,9.854800000000001,9.86056,9.8543,9.85648,2649,279,0
37,2019-12-30 03:00:00,9.85653,9.85871,9.85571,9.85728,1940,279,0
38,2019-12-30 04:00:00,9.85729,9.85816,9.85153,9.85161,2442,279,0
39,2019-12-30 05:00:00,9.85162,9.85721,9.84698,9.85572,5408,279,0
40,2019-12-30 06:00:00,9.8557,9.85865,9.85069,9.85485,2321,279,0
41,2019-12-30 07:00:00,9.8549,9.88068,9.83858,9.84089,5561,279,0
42,2019-12-30 08:00:00,9.84117,9.86471,9.83966,9.86146,24046,279,0
43,2019-12-30 09:00:00,9.861509999999999,9.87176,9.85912,9.87169,9743,279,0
44,2019-12-30 10:00:00,9.87167,9.87232,9.85999,9.86528,12817,279,0
45,2019-12-30 11:00:00,9.865310000000001,9.87247,9.86197,9.8681,18446,279,0
46,2019-12-30 12:00:00,9.86815,9.87251,9.85075,9.85161,15256,279,0
47,2019-12-30 13:00:00,9.85159,9.85546,9.8436,9.84827,8348,279,0
48,2019-12-30 14:00:00,9.84825,9.84889,9.83799,9.84116,11242,279,0
49,2019-12-30 15:00:00,9.8411,9.85468,9.84087,9.84989,21020,279,0
50,2019-12-30 16:00:00,9.84988,9.85057,9.83158,9.83171,16377,279,0
51,2019-12-30 17:00:00,9.83174,9.85327,9.83075,9.85131,9651,279,0
52,2019-12-30 18:00:00,9.85136,9.86516,9.85059,9.86374,1986,279,0
53,2019-12-30 19:00:00,9.8638,9.867750000000001,9.86175,9.86472,1360,279,0
54,2019-12-30 20:00:00,9.86469,9.87443,9.86251,9.87427,2706,279,0
55,2019-12-30 21:00:00,9.87424,9.87481,9.86663,9.87095,2026,279,0
56,2019-12-30 22:00:00,9.871,9.875070000000001,9.86428,9.87011,782,279,0
57,2019-12-30 23:00:00,9.86848,9.8738,9.86848,9.87369,528,707,0
58,2019-12-31 00:00:00,9.86638,9.87671,9.8643,9.8758,1299,279,0
59,2019-12-31 01:00:00,9.87581,9.87703,9.87039,9.87039,1481,279,0
60,2019-12-31 02:00:00,9.87082,9.87262,9.8701,9.87221,532,279,0
61,2019-12-31 03:00:00,9.87222,9.87664,9.87126,9.874600000000001,1148,279,0
62,2019-12-31 04:00:00,9.87483,9.87655,9.87293,9.87424,1032,279,0
63,2019-12-31 05:00:00,9.87303,9.87672,9.87257,9.87421,2319,279,0
64,2019-12-31 06:00:00,9.87422,9.8781,9.87329,9.8776,2275,279,0
65,2019-12-31 07:00:00,9.87761,9.87814,9.8748,9.87591,2868,279,0
66,2019-12-31 08:00:00,9.87585,9.87777,9.86907,9.8761,13262,279,0
67,2019-12-31 09:00:00,9.876,9.87607,9.84869,9.85489,22730,279,0
68,2019-12-31 10:00:00,9.85494,9.86021,9.85151,9.85711,11881,279,0
69,2019-12-31 11:00:00,9.8566,9.86255,9.84965,9.85825,22158,279,0
70,2019-12-31 12:00:00,9.85781,9.86802,9.8543,9.86424,16276,279,0
71,2019-12-31 13:00:00,9.86428,9.86873,9.86217,9.86378,13330,279,0
72,2019-12-31 14:00:00,9.86375,9.86439,9.84854,9.85016,21758,279,0
73,2019-12-31 15:00:00,9.85026,9.85278,9.83785,9.8447,13727,279,0
74,2019-12-31 16:00:00,9.84475,9.86734,9.84046,9.86695,19379,279,0
75,2019-12-31 17:00:00,9.86696,9.87167,9.85768,9.85876,9107,279,0
76,2019-12-31 18:00:00,9.85887,9.86429,9.85591,9.85827,3452,279,0
77,2019-12-31 19:00:00,9.85823,9.867,9.85628,9.86213,1967,279,0
78,2019-12-31 20:00:00,9.86277,9.86277,9.8529,9.85729,2426,279,0
79,2019-12-31 21:00:00,9.85704,9.85731,9.84593,9.84651,2668,279,0
80,2019-12-31 22:00:00,9.84628,9.84661,9.83449,9.84081,756,279,0
81,2020-01-01 23:00:00,9.82151,9.84322,9.8215,9.84321,46,980,0
82,2020-01-02 00:00:00,9.83671,9.84192,9.83202,9.8411,1057,556,0
83,2020-01-02 01:00:00,9.8414,9.8474,9.8366,9.8406,2211,279,0
84,2020-01-02 02:00:00,9.84055,9.84274,9.8346,9.84197,1568,279,0
85,2020-01-02 03:00:00,9.84201,9.85212,9.8405,9.84389,3147,279,0
86,2020-01-02 04:00:00,9.84395,9.84559,9.84157,9.84355,863,279,0
87,2020-01-02 05:00:00,9.84356,9.84966,9.84234,9.84577,11224,279,0
88,2020-01-02 06:00:00,9.84611,9.85022,9.8438,9.84834,3974,279,0
89,2020-01-02 07:00:00,9.84834,9.85364,9.84095,9.84179,1859,279,0
90,2020-01-02 08:00:00,9.84174,9.84379,9.83524,9.83972,14271,279,0
91,2020-01-02 09:00:00,9.83956,9.84004,9.81525,9.8302,11643,279,0
92,2020-01-02 10:00:00,9.83016,9.84274,9.825,9.83391,11372,279,0
93,2020-01-02 11:00:00,9.83389,9.85338,9.831,9.84276,9281,279,0
94,2020-01-02 12:00:00,9.84273,9.85511,9.84121,9.84839,13537,279,0
95,2020-01-02 13:00:00,9.84852,9.85495,9.84142,9.84614,7733,279,0
96,2020-01-02 14:00:00,9.8462,9.84763,9.83128,9.83598,14670,279,0
97,2020-01-02 15:00:00,9.8361,9.84832,9.83435,9.83728,18283,279,0
98,2020-01-02 16:00:00,9.83724,9.84273,9.83173,9.83738,20301,279,0
99,2020-01-02 17:00:00,9.83734,9.84133,9.8329,9.8334,8897,279,0
100,2020-01-02 18:00:00,9.83344,9.83467,9.83287,9.83341,2124,279,0
101,2020-01-02 19:00:00,9.83345,9.83423,9.8307,9.83267,2018,279,0
102,2020-01-02 20:00:00,9.83265,9.83398,9.82099,9.82589,2796,279,0
103,2020-01-02 21:00:00,9.82591,9.82604,9.81903,9.82104,2654,279,0
104,2020-01-02 22:00:00,9.82102,9.82686,9.82043,9.82482,914,279,0
105,2020-01-02 23:00:00,9.8204,9.82632,9.81992,9.82469,1191,279,0
106,2020-01-03 00:00:00,9.825,9.82625,9.82098,9.82416,557,279,0
107,2020-01-03 01:00:00,9.82418,9.82823,9.82239,9.82767,2454,279,0
108,2020-01-03 02:00:00,9.82772,9.83004,9.82574,9.8296,2197,279,0
109,2020-01-03 03:00:00,9.82955,9.83821,9.8276,9.834389999999999,3196,279,0
110,2020-01-03 04:00:00,9.83431,9.83605,9.82705,9.82938,2928,279,0
111,2020-01-03 05:00:00,9.82945,9.83086,9.8271,9.82895,4854,279,0
112,2020-01-03 06:00:00,9.829,9.83064,9.82743,9.82985,1227,279,0
113,2020-01-03 07:00:00,9.82981,9.82994,9.82165,9.8234,2680,279,0
114,2020-01-03 08:00:00,9.8233,9.842600000000001,9.8186,9.83155,16446,279,0
115,2020-01-03 09:00:00,9.83175,9.83618,9.81849,9.83001,12260,279,0
116,2020-01-03 10:00:00,9.82991,9.85907,9.82972,9.85245,13671,279,0
117,2020-01-03 11:00:00,9.85244,9.85876,9.84613,9.84629,10517,279,0
118,2020-01-03 12:00:00,9.84631,9.85199,9.83342,9.84114,8578,279,0
119,2020-01-03 13:00:00,9.84117,9.84621,9.83699,9.83883,8349,279,0
120,2020-01-03 14:00:00,9.83878,9.84156,9.82804,9.82935,11691,279,0
121,2020-01-03 15:00:00,9.82921,9.83408,9.82043,9.8283,14719,279,0
122,2020-01-03 16:00:00,9.82845,9.84789,9.82481,9.84243,24273,279,0
123,2020-01-03 17:00:00,9.84239,9.8573,9.8338,9.85072,7676,279,0
124,2020-01-03 18:00:00,9.8507,9.85737,9.8495,9.85164,1581,279,0
125,2020-01-03 19:00:00,9.8516,9.85656,9.84906,9.84913,2825,279,0
126,2020-01-03 20:00:00,9.84916,9.85665,9.84838,9.85509,2127,279,0
127,2020-01-03 21:00:00,9.85503,9.8642,9.85454,9.86114,2181,279,0
128,2020-01-03 22:00:00,9.86109,9.86378,9.85498,9.85508,929,279,0
129,2020-01-05 23:00:00,9.8606,9.8606,9.85567,9.85567,34,980,0
130,2020-01-06 00:00:00,9.84008,9.86662,9.83953,9.8593,2928,279,0
131,2020-01-06 01:00:00,9.85929,9.86694,9.85481,9.86269,1193,279,0
132,2020-01-06 02:00:00,9.86274,9.87064,9.85571,9.86763,1587,279,0
133,2020-01-06 03:00:00,9.86763,9.87101,9.86059,9.86947,2061,279,0
134,2020-01-06 04:00:00,9.86952,9.87517,9.86769,9.87365,1427,279,0
135,2020-01-06 05:00:00,9.8736,9.87682,9.87149,9.8739,2089,279,0
136,2020-01-06 06:00:00,9.87389,9.87578,9.8731,9.8756,528,279,0
137,2020-01-06 07:00:00,9.87537,9.87738,9.8676,9.87666,12127,279,0
