,time,open,high,low,close,tick_volume,spread,real_volume
0,2019-12-04 11:00:00,1.09491,1.09527,1.09413,1.09418,1449,20,0
1,2019-12-04 12:00:00,1.09421,1.09556,1.09414,1.09516,1432,20,0
2,2019-12-04 13:00:00,1.09517,1.09627,1.09507,1.09627,2389,20,0
3,2019-12-04 14:00:00,1.09626,1.09683,1.09578,1.09596,2437,20,0
4,2019-12-04 15:00:00,1.09599,1.09661,1.09515,1.09622,3595,20,0
5,2019-12-04 16:00:00,1.09623,1.09666,1.09568,1.09579,2354,20,0
6,2019-12-04 17:00:00,1.0958,1.09585,1.09538,1.0958,1540,20,0
7,2019-12-04 18:00:00,1.09581,1.09581,1.09529,1.09571,1273,20,0
8,2019-12-04 19:00:00,1.09566,1.09588,1.09541,1.09559,1214,20,0
9,2019-12-04 20:00:00,1.09555,1.09572,1.09537,1.09543,1237,20,0
10,2019-12-04 21:00:00,1.09542,1.09554,1.09504,1.09539,628,20,0
11,2019-12-04 22:00:00,1.09491,1.09533,1.09482,1.09507,652,36,0
12,2019-12-04 23:00:00,1.09506,1.09545,1.09489,1.09525,816,20,0
13,2019-12-05 00:00:00,1.09526,1.0955,1.09488,1.09518,723,20,0
14,2019-12-05 01:00:00,1.09519,1.0955300000000001,1.09488,1.09524,847,20,0
15,2019-12-05 02:00:00,1.09523,1.09545,1.0950199999999999,1.09504,732,20,0
16,2019-12-05 03:00:00,1.09505,1.09528,1.09482,1.09485,682,20,0
17,2019-12-05 04:00:00,1.09484,1.09513,1.09471,1.09494,511,20,0
18,2019-12-05 05:00:00,1.09493,1.09496,1.09449,1.09457,579,20,0
19,2019-12-05 06:00:00,1.09458,1.0949200000000001,1.09423,1.09425,427,20,0
20,2019-12-05 07:00:00,1.09429,1.0958,1.09406,1.09557,1605,20,0
21,2019-12-05 08:00:00,1.09555,1.09663,1.0955300000000001,1.0966,1473,20,0
22,2019-12-05 09:00:00,1.09661,1.09728,1.09645,1.09706,1004,20,0
23,2019-12-05 10:00:00,1.09704,1.0971,1.0961,1.09626,1537,20,0
24,2019-12-05 11:00:00,1.09627,1.09695,1.09595,1.09622,1294,20,0
25,2019-12-05 12:00:00,1.09621,1.0968,1.096,1.09646,1326,20,0
26,2019-12-05 13:00:00,1.09645,1.09747,1.09603,1.09744,1807,20,0
27,2019-12-05 14:00:00,1.09743,1.09818,1.09716,1.09781,1697,20,0
28,2019-12-05 15:00:00,1.09778,1.09789,1.09593,1.09615,2264,20,0
29,2019-12-05 16:00:00,1.09616,1.09661,1.09573,1.09617,1834,20,0
30,2019-12-05 17:00:00,1.09618,1.09637,1.09594,1.09622,1223,20,0
31,2019-12-05 18:00:00,1.09623,1.09624,1.09571,1.09584,1467,20,0
32,2019-12-05 19:00:00,1.09583,1.0959,1.0953,1.09568,974,20,0
33,2019-12-05 20:00:00,1.09571,1.09626,1.09562,1.09619,1236,20,0
34,2019-12-05 21:00:00,1.09618,1.0965799999999999,1.09601,1.09603,584,20,0
35,2019-12-05 22:00:00,1.09577,1.09633,1.09556,1.09632,714,35,0
36,2019-12-05 23:00:00,1.09633,1.09636,1.09615,1.09619,584,20,0
37,2019-12-06 00:00:00,1.09621,1.09636,1.09588,1.09615,784,20,0
38,2019-12-06 01:00:00,1.09616,1.09624,1.09604,1.09608,539,20,0
39,2019-12-06 02:00:00,1.09609,1.09632,1.09607,1.09611,539,20,0
40,2019-12-06 03:00:00,1.09609,1.09643,1.09607,1.09643,676,20,0
41,2019-12-06 04:00:00,1.09642,1.0967,1.09632,1.09652,592,20,0
42,2019-12-06 05:00:00,1.09653,1.09654,1.09619,1.09623,473,20,0
43,2019-12-06 06:00:00,1.09624,1.09746,1.09622,1.09705,1072,20,0
44,2019-12-06 07:00:00,1.09696,1.09717,1.09655,1.0965799999999999,1169,20,0
45,2019-12-06 08:00:00,1.09656,1.09673,1.0955,1.09625,1446,20,0
46,2019-12-06 09:00:00,1.09626,1.09697,1.09611,1.0963,1433,20,0
47,2019-12-06 10:00:00,1.09629,1.09667,1.0961400000000001,1.09643,1078,20,0
48,2019-12-06 11:00:00,1.09642,1.09714,1.09622,1.09651,1302,20,0
49,2019-12-06 12:00:00,1.0965,1.09693,1.09639,1.09649,1178,20,0
50,2019-12-06 13:00:00,1.09651,1.098,1.0963,1.09697,2914,20,0
51,2019-12-06 14:00:00,1.09696,1.09713,1.09554,1.09562,2411,20,0
52,2019-12-06 15:00:00,1.09561,1.09577,1.09465,1.09499,3007,20,0
53,2019-12-06 16:00:00,1.09497,1.09552,1.09477,1.09501,1795,20,0
54,2019-12-06 17:00:00,1.09503,1.09511,1.0944,1.09461,1125,20,0
55,2019-12-06 18:00:00,1.09464,1.09476,1.09426,1.0943100000000001,951,20,0
56,2019-12-06 19:00:00,1.09432,1.09461,1.09423,1.0944099999999999,1035,20,0
57,2019-12-06 20:00:00,1.09442,1.0948,1.0944099999999999,1.09475,981,20,0
58,2019-12-06 21:00:00,1.09474,1.095,1.09455,1.09493,505,20,0
59,2019-12-08 22:00:00,1.09532,1.09556,1.09435,1.09481,1039,36,0
60,2019-12-08 23:00:00,1.09488,1.09543,1.09469,1.09542,481,20,0
61,2019-12-09 00:00:00,1.0954,1.0954,1.0946,1.0946,708,20,0
62,2019-12-09 01:00:00,1.09461,1.09525,1.09459,1.0951,627,20,0
63,2019-12-09 02:00:00,1.09508,1.09531,1.0949200000000001,1.09527,535,20,0
64,2019-12-09 03:00:00,1.09525,1.09546,1.0952,1.09543,355,20,0
65,2019-12-09 04:00:00,1.0954,1.09552,1.09505,1.09506,317,20,0
66,2019-12-09 05:00:00,1.09507,1.09585,1.09504,1.09576,378,20,0
67,2019-12-09 06:00:00,1.09577,1.09591,1.09539,1.0957,660,20,0
68,2019-12-09 07:00:00,1.09568,1.09596,1.09554,1.09565,832,20,0
69,2019-12-09 08:00:00,1.09564,1.09643,1.09488,1.09524,1655,20,0
70,2019-12-09 09:00:00,1.09525,1.09585,1.09499,1.09564,1200,20,0
71,2019-12-09 10:00:00,1.09563,1.09625,1.09517,1.09615,1109,20,0
72,2019-12-09 11:00:00,1.09609,1.09669,1.09586,1.09619,1271,20,0
73,2019-12-09 12:00:00,1.0962,1.09638,1.09566,1.09591,1160,20,0
74,2019-12-09 13:00:00,1.09592,1.09617,1.09556,1.09575,1391,20,0
75,2019-12-09 14:00:00,1.09576,1.09576,1.09529,1.0954,1470,20,0
76,2019-12-09 15:00:00,1.09541,1.0955300000000001,1.09374,1.09394,1704,20,0
77,2019-12-09 16:00:00,1.09393,1.09433,1.09325,1.09327,1403,20,0
78,2019-12-09 17:00:00,1.09329,1.09346,1.09288,1.0931,1057,20,0
79,2019-12-09 18:00:00,1.0930900000000001,1.09328,1.09287,1.09316,929,20,0
80,2019-12-09 19:00:00,1.09317,1.09335,1.09301,1.09305,995,20,0
81,2019-12-09 20:00:00,1.09304,1.09333,1.09292,1.09295,712,20,0
82,2019-12-09 21:00:00,1.09294,1.09303,1.09267,1.0927,545,20,0
83,2019-12-09 22:00:00,1.09297,1.09318,1.09273,1.09289,727,20,0
84,2019-12-09 23:00:00,1.0929,1.09299,1.09279,1.09298,268,20,0
85,2019-12-10 00:00:00,1.09297,1.09336,1.09286,1.09323,556,20,0
86,2019-12-10 01:00:00,1.09324,1.09348,1.09303,1.09344,579,20,0
87,2019-12-10 02:00:00,1.09345,1.09349,1.09329,1.09336,490,20,0
88,2019-12-10 03:00:00,1.09337,1.09347,1.09333,1.09334,343,20,0
89,2019-12-10 04:00:00,1.09335,1.09347,1.0933,1.0933,473,20,0
90,2019-12-10 05:00:00,1.09333,1.09341,1.09313,1.09321,431,20,0
91,2019-12-10 06:00:00,1.0932,1.09323,1.09286,1.09288,378,20,0
92,2019-12-10 07:00:00,1.09291,1.09325,1.09263,1.09312,1242,20,0
93,2019-12-10 08:00:00,1.09313,1.0931899999999999,1.09241,1.09265,1670,20,0
94,2019-12-10 09:00:00,1.09267,1.09307,1.09231,1.0924,1798,20,0
