,0
0,0.26514408
1,-0.32041162
2,0.433046
3,-1.1919329
4,1.416481
5,0.91103345
6,0.051778447
7,0.38858593
8,-0.33709908
9,1.8726542
10,-0.49651617
11,2.3896925
12,1.9463413
13,-0.48644343
14,-2.8139188
15,-2.442241
16,-0.48198476
17,1.753497
18,1.6163131
19,-0.57172954
20,0.5720061
21,1.7361226
22,-0.6952134
23,-0.38728988
24,0.42657912
25,-3.2853522
26,-0.7521989
27,0.6930189
28,-1.1918973
29,-2.0501401
30,1.6793294
31,-1.1817548
32,0.33276555
33,-2.8225818
34,-2.4997141
35,-1.3291051
36,1.3486836
37,0.40297052
38,-0.4110166
39,-1.4253986
40,-0.18135509
41,-0.8773299
42,-2.6928442
43,-2.781641
44,1.5123549
45,1.1556115
46,-1.854136
47,-0.60936123
48,-1.9123381
49,3.0588124
50,-1.3571429
51,0.17548718
52,2.0415416
53,0.8339663
54,0.7490084
55,0.20876242
56,0.34095982
57,0.056011513
58,-1.071274
59,-1.6974866
60,0.16176754
61,1.7249087
62,3.5367205
63,-0.2915667
64,-0.61544305
65,-1.6199502
66,0.5497494
67,-1.4196616
68,-0.26214784
69,0.4086296
70,-1.559446
71,0.21709505
72,2.616825
73,-0.45680496
74,0.78652436
75,-1.393367
76,1.319999
77,-1.2420408
78,-1.0099932
79,-1.5500485
80,0.86399907
81,-1.2295879
82,1.3838437
83,3.8145537
84,1.059418
85,0.66972566
86,-2.3879316
87,-1.5273811
88,-1.6093801
89,-0.08404914
90,-0.29745823
91,0.4846461
92,-0.34816042
93,3.6507368
94,-0.5646365
95,1.6057622
96,0.6710541
97,-2.940658
98,0.43992665
99,0.01752238
100,-0.115345255
101,0.5487161
102,-1.4828056
103,-0.92529076
104,2.9683137
105,0.25548965
106,1.6021386
107,-0.5031438
108,0.7158539
109,0.7280324
110,2.77996
111,-0.86160696
112,0.9601174
113,-0.75888556
114,0.6538783
115,-1.0175056
116,-1.1087108
117,-2.3479545
118,-1.5825453
119,1.735565
120,2.232635
121,1.8534847
122,1.677847
123,0.6490023
124,-1.4929218
125,0.05981931
126,1.525937
127,3.5792897
128,-0.30460364
129,-1.650957
130,-1.4907532
131,0.29909706
132,1.9164188
133,2.3579242
134,-0.07788396
135,-1.7989805
136,-1.0689086
137,1.2408137
138,1.414598
139,1.1206143
140,3.4389048
141,0.8825205
142,-3.116013
143,0.49898723
144,-0.45697072
145,-1.5782852
146,-1.2275254
147,-1.61397
148,-0.9776168
149,0.15585223
150,-1.0508257
151,0.7835126
152,2.4774606
153,-1.5442369
154,-2.4915185
155,-1.3132303
156,-0.31647867
157,1.9779447
158,-0.66523874
159,0.21475619
160,1.7524557
161,0.48320952
162,-2.2964993
163,-1.7689446
164,1.092518
165,-0.7280741
166,-0.5317863
167,0.6652335
168,-0.22617328
169,-1.5319978
170,0.35075355
171,1.0092671
172,2.3987706
173,-0.66011477
174,-0.18774289
175,-1.667352
176,-0.7982082
177,-0.060343727
178,2.3857062
179,0.1751872
180,2.6054814
181,-1.7720766
182,-2.8508644
