,0
0,-0.0011829032
1,-0.0011847375
2,0.0011828947
3,0.0011080268
4,-0.0011864745
5,0.0011864754
6,-0.001182433
7,-0.0011864775
8,-0.0011852806
9,0.001178805
10,-0.0011642035
11,-0.0011858144
12,-0.0011771019
13,-0.0011862181
14,-0.0011864774
15,0.0003366634
16,-0.0010677107
17,0.0007924912
18,-0.0011706308
19,0.00035787502
20,-0.0011854212
21,0.00045205
22,0.0011860358
23,-0.0004474577
24,0.001185959
25,-0.0011856086
26,-0.0011712414
27,0.0011864761
28,0.00080397475
29,0.0011844941
30,-0.0004739975
31,-0.0011860204
32,-0.0011864279
33,-0.0011834089
34,-0.001186381
35,0.0011126904
36,-0.0011863929
37,0.001186478
38,0.0011860308
39,-0.0011738273
40,0.0011861329
41,-0.001179396
42,0.0011797954
43,-0.001093907
44,-0.0011604335
45,-0.0011862903
46,-0.0011861678
47,6.0487e-06
48,-0.0011686365
49,-0.0011165966
50,0.001154632
51,0.0011864775
52,0.0011864781
53,-0.001186175
54,0.0011864749
55,0.0005659326
56,-0.0010694958
57,-0.0011744456
58,0.0011705713
59,0.0011658759
60,-0.0011864781
61,-0.00118169
62,-0.0011864777
63,-0.0011864775
64,0.0011860181
65,0.0011863862
66,0.0010837382
67,0.00023354738
68,-0.0008822912
69,-0.001140037
70,-0.0011620809
71,-0.00067383714
72,-0.0011858594
73,0.0011864726
74,0.0009648738
75,-0.0011864749
76,0.0011864657
77,-0.0002639335
78,0.001186463
79,0.0011819731
80,0.0011857399
81,0.0011863937
82,-0.001184527
83,-0.0011864781
84,-0.001186478
85,-0.0011733713
86,-0.0011860147
87,-0.0011525457
88,0.0011864183
89,-0.0011379209
90,0.00015928301
91,-0.001186478
92,0.001186478
93,0.00067554694
94,-0.0010998464
95,0.0011864551
96,-2.7528327e-05
97,-0.00055222725
98,-0.00023186342
99,-0.0006770957
100,0.000353569
101,0.0011861105
102,0.0011864774
103,-0.0011864781
104,0.0011864781
105,-0.00040931354
106,0.0011864707
107,0.0007814039
108,-0.0009688691
109,0.0011846127
110,0.00019849252
111,0.0011855323
112,0.0011606211
113,0.0011821599
114,-0.0011383394
115,-0.0011844755
116,0.001186478
117,0.0011860979
118,-0.0011485915
119,-0.0011864454
120,0.0011864688
121,-0.0011835992
122,0.00036540162
123,-0.0011862011
124,0.00033496245
125,7.89864e-05
126,-0.0011864781
127,0.0007894741
128,-0.0011862256
129,-0.0010474036
130,-0.0011864421
131,-0.001184467
132,0.0011861373
133,0.0011864773
134,-0.0011709073
135,0.001186478
136,0.00040525335
137,-0.0011864774
138,0.0011863585
139,0.0011854762
140,0.001186478
141,0.001186478
142,0.0011707756
143,-0.0011797901
144,-0.00084412243
145,0.0009344815
146,-0.0011864763
147,-0.0005671037
148,-0.0011850813
149,-0.0010824489
150,0.0009262447
151,-0.00118402
152,0.0011862235
153,0.001186403
154,0.0011864781
155,0.001186471
156,-0.0011857469
157,0.00065271114
158,0.0011864781
159,0.0011081588
160,0.0001228214
161,8.485583e-05
162,0.0008076739
163,0.001186478
164,-0.0010222001
165,-0.0011864651
166,0.0009496711
167,0.0011864781
168,-0.0009616057
169,-0.0011638073
170,-0.0011859031
171,0.0011501636
172,0.0009985957
173,0.0011794716
174,0.001186478
175,-0.0010671514
176,0.00035437284
177,0.00073258317
178,0.0005559854
179,0.0011864781
180,-0.0011864745
181,0.0011864774
182,0.00048094935
183,-0.0011479082
184,0.0011862902
185,-0.0011824032
186,0.0011855462
187,0.0011864239
188,-0.0011864733
189,-0.0011864578
190,-0.0011619119
191,0.00091218535
192,-0.0011863139
193,-0.0011842197
194,-0.00097307
195,-0.0011864781
196,-0.0011800618
197,-0.0007552579
198,-0.0011747482
199,0.0007199462
200,-0.0011771297
201,0.0011864728
202,-0.00097295444
203,-0.0011864763
204,-0.0008598226
205,-0.0011864763
206,0.0011864388
207,-0.0010441564
208,0.0009930083
209,0.0010737157
210,0.0009978556
