,time,bid,ask
0,2023-05-09 00:00:00,1.73515,1.73559
1,2023-05-09 00:00:01,1.73517,1.7356099999999999
2,2023-05-09 00:00:01,1.73519,1.73563
3,2023-05-09 00:00:01,1.73518,1.73562
4,2023-05-09 00:00:01,1.7351999999999999,1.73564
5,2023-05-09 00:00:02,1.73519,1.73563
6,2023-05-09 00:00:02,1.7351999999999999,1.73564
7,2023-05-09 00:00:04,1.73516,1.7356
8,2023-05-09 00:00:05,1.7351100000000002,1.73555
9,2023-05-09 00:00:05,1.7351999999999999,1.73564
10,2023-05-09 00:00:06,1.73522,1.73566
11,2023-05-09 00:00:07,1.73521,1.7356500000000001
12,2023-05-09 00:00:08,1.7351999999999999,1.73564
13,2023-05-09 00:00:08,1.73523,1.73567
14,2023-05-09 00:00:09,1.7352400000000001,1.73568
15,2023-05-09 00:00:09,1.73522,1.73566
16,2023-05-09 00:00:09,1.7351,1.7355399999999999
17,2023-05-09 00:00:10,1.73512,1.73556
18,2023-05-09 00:00:10,1.73515,1.73559
19,2023-05-09 00:00:10,1.7351299999999998,1.73557
20,2023-05-09 00:00:10,1.73515,1.73559
21,2023-05-09 00:00:11,1.73514,1.7355800000000001
22,2023-05-09 00:00:11,1.7351299999999998,1.73557
23,2023-05-09 00:00:12,1.73514,1.7355800000000001
24,2023-05-09 00:00:12,1.7351299999999998,1.73557
25,2023-05-09 00:00:12,1.73517,1.7356099999999999
26,2023-05-09 00:00:14,1.73516,1.7356
27,2023-05-09 00:00:15,1.73517,1.7356099999999999
28,2023-05-09 00:00:15,1.73515,1.73559
29,2023-05-09 00:00:15,1.73514,1.7355800000000001
30,2023-05-09 00:00:16,1.73518,1.73562
31,2023-05-09 00:00:16,1.73516,1.7356
32,2023-05-09 00:00:16,1.73515,1.73559
33,2023-05-09 00:00:16,1.73514,1.7355800000000001
34,2023-05-09 00:00:17,1.73512,1.73556
35,2023-05-09 00:00:17,1.73509,1.73553
36,2023-05-09 00:00:18,1.73507,1.73551
37,2023-05-09 00:00:19,1.7350400000000001,1.73548
38,2023-05-09 00:00:19,1.73499,1.73543
39,2023-05-09 00:00:20,1.7349999999999999,1.73544
40,2023-05-09 00:00:21,1.73499,1.73543
41,2023-05-09 00:00:24,1.7349700000000001,1.73541
42,2023-05-09 00:00:25,1.73487,1.7353100000000001
43,2023-05-09 00:00:25,1.7348599999999998,1.7353
44,2023-05-09 00:00:25,1.73487,1.7353100000000001
45,2023-05-09 00:00:26,1.7349,1.7353399999999999
46,2023-05-09 00:00:27,1.73491,1.73535
47,2023-05-09 00:00:28,1.73488,1.73532
48,2023-05-09 00:00:29,1.73487,1.7353100000000001
49,2023-05-09 00:00:30,1.7348599999999998,1.7353
50,2023-05-09 00:00:31,1.73487,1.7353100000000001
51,2023-05-09 00:00:31,1.73491,1.73535
52,2023-05-09 00:00:31,1.73489,1.73533
53,2023-05-09 00:00:32,1.7349,1.7353399999999999
54,2023-05-09 00:00:32,1.7349299999999999,1.73537
55,2023-05-09 00:00:33,1.73496,1.7354
56,2023-05-09 00:00:33,1.73494,1.7353800000000001
57,2023-05-09 00:00:33,1.7349299999999999,1.73537
58,2023-05-09 00:00:36,1.73492,1.73536
59,2023-05-09 00:00:38,1.7349299999999999,1.73537
60,2023-05-09 00:00:39,1.73492,1.73536
61,2023-05-09 00:00:40,1.73472,1.73516
62,2023-05-09 00:00:41,1.73465,1.73509
63,2023-05-09 00:00:41,1.7346300000000001,1.73507
64,2023-05-09 00:00:41,1.7346,1.7350400000000001
65,2023-05-09 00:00:41,1.73462,1.73506
66,2023-05-09 00:00:42,1.73461,1.73505
67,2023-05-09 00:00:42,1.73464,1.73508
68,2023-05-09 00:00:42,1.73468,1.73512
69,2023-05-09 00:00:42,1.73478,1.73522
70,2023-05-09 00:00:43,1.73483,1.7352699999999999
71,2023-05-09 00:00:43,1.7348400000000002,1.73528
72,2023-05-09 00:00:44,1.73481,1.73525
73,2023-05-09 00:00:45,1.73478,1.73522
74,2023-05-09 00:00:46,1.7348,1.7352400000000001
75,2023-05-09 00:00:48,1.73481,1.73525
76,2023-05-09 00:00:51,1.73482,1.73526
77,2023-05-09 00:00:51,1.73489,1.73533
78,2023-05-09 00:00:52,1.7349,1.7353399999999999
79,2023-05-09 00:00:52,1.73491,1.73535
80,2023-05-09 00:00:53,1.73492,1.73536
81,2023-05-09 00:00:54,1.73491,1.73535
82,2023-05-09 00:00:55,1.73492,1.73536
83,2023-05-09 00:00:55,1.7349,1.7353399999999999
84,2023-05-09 00:00:55,1.73492,1.73536
85,2023-05-09 00:00:56,1.7349,1.7353399999999999
86,2023-05-09 00:00:56,1.73491,1.73535
87,2023-05-09 00:00:57,1.73483,1.7352699999999999
88,2023-05-09 00:00:57,1.73487,1.7353100000000001
89,2023-05-09 00:00:58,1.7349700000000001,1.73541
90,2023-05-09 00:00:58,1.73498,1.73542
91,2023-05-09 00:00:58,1.73496,1.7354
92,2023-05-09 00:01:00,1.73496,1.7354
93,2023-05-09 00:01:00,1.73494,1.7353800000000001
94,2023-05-09 00:01:00,1.73495,1.73539
95,2023-05-09 00:01:00,1.73496,1.7354
96,2023-05-09 00:01:01,1.73498,1.73542
97,2023-05-09 00:01:01,1.73499,1.73543
98,2023-05-09 00:01:01,1.7350400000000001,1.73548
