,time,bid,ask
0,2023-05-09 00:00:00,0.8899,0.89006
1,2023-05-09 00:00:01,0.88992,0.89008
2,2023-05-09 00:00:01,0.8899,0.89006
3,2023-05-09 00:00:04,0.88989,0.89005
4,2023-05-09 00:00:08,0.88987,0.89003
5,2023-05-09 00:00:09,0.88988,0.89004
6,2023-05-09 00:00:10,0.88989,0.89005
7,2023-05-09 00:00:10,0.8899,0.89006
8,2023-05-09 00:00:11,0.88991,0.89007
9,2023-05-09 00:00:12,0.8899,0.89006
10,2023-05-09 00:00:21,0.88988,0.89004
11,2023-05-09 00:00:23,0.88987,0.89003
12,2023-05-09 00:00:24,0.88993,0.89009
13,2023-05-09 00:00:25,0.8899,0.89006
14,2023-05-09 00:00:25,0.88989,0.89005
15,2023-05-09 00:00:26,0.8899,0.89006
16,2023-05-09 00:00:27,0.88991,0.89007
17,2023-05-09 00:00:30,0.88992,0.89008
18,2023-05-09 00:00:30,0.88993,0.89009
19,2023-05-09 00:00:31,0.88994,0.8901
20,2023-05-09 00:00:31,0.88993,0.89009
21,2023-05-09 00:00:31,0.88994,0.8901
22,2023-05-09 00:00:32,0.88995,0.89011
23,2023-05-09 00:00:32,0.88994,0.8901
24,2023-05-09 00:00:32,0.88993,0.89009
25,2023-05-09 00:00:39,0.88994,0.8901
26,2023-05-09 00:00:42,0.88995,0.89011
27,2023-05-09 00:00:42,0.88993,0.89009
28,2023-05-09 00:00:42,0.88994,0.8901
29,2023-05-09 00:00:44,0.88995,0.89011
30,2023-05-09 00:00:44,0.88996,0.89012
31,2023-05-09 00:00:44,0.88995,0.89011
32,2023-05-09 00:00:45,0.88997,0.89013
33,2023-05-09 00:00:48,0.88998,0.89014
34,2023-05-09 00:00:50,0.88997,0.89013
35,2023-05-09 00:00:50,0.88998,0.89014
36,2023-05-09 00:00:50,0.88997,0.89013
37,2023-05-09 00:00:52,0.88998,0.89014
38,2023-05-09 00:00:53,0.88997,0.89013
39,2023-05-09 00:00:55,0.88996,0.89012
40,2023-05-09 00:00:55,0.88997,0.89013
41,2023-05-09 00:01:00,0.88997,0.89013
42,2023-05-09 00:01:00,0.88996,0.89012
43,2023-05-09 00:01:00,0.88997,0.89013
44,2023-05-09 00:01:01,0.88998,0.89014
45,2023-05-09 00:01:01,0.88997,0.89013
46,2023-05-09 00:01:02,0.88998,0.89014
47,2023-05-09 00:01:05,0.88997,0.89013
48,2023-05-09 00:01:10,0.88996,0.89012
