,time,bid,ask
0,2023-05-09 00:00:00,1.85995,1.8602699999999999
1,2023-05-09 00:00:01,1.85998,1.8603
2,2023-05-09 00:00:01,1.8599700000000001,1.86029
3,2023-05-09 00:00:01,1.85989,1.86021
4,2023-05-09 00:00:01,1.85996,1.86028
5,2023-05-09 00:00:02,1.85998,1.8603
6,2023-05-09 00:00:02,1.86002,1.8603399999999999
7,2023-05-09 00:00:02,1.86003,1.86035
8,2023-05-09 00:00:03,1.8600400000000001,1.86036
9,2023-05-09 00:00:03,1.86007,1.86039
10,2023-05-09 00:00:04,1.8601100000000002,1.86043
11,2023-05-09 00:00:04,1.86008,1.8604
12,2023-05-09 00:00:04,1.86007,1.86039
13,2023-05-09 00:00:05,1.86005,1.86037
14,2023-05-09 00:00:05,1.86008,1.8604
15,2023-05-09 00:00:06,1.86006,1.8603800000000001
16,2023-05-09 00:00:07,1.86005,1.86037
17,2023-05-09 00:00:08,1.86007,1.86039
18,2023-05-09 00:00:09,1.86003,1.86035
19,2023-05-09 00:00:09,1.86001,1.86033
20,2023-05-09 00:00:10,1.86003,1.86035
21,2023-05-09 00:00:10,1.86005,1.86037
22,2023-05-09 00:00:10,1.86008,1.8604
23,2023-05-09 00:00:11,1.86009,1.86041
24,2023-05-09 00:00:11,1.86008,1.8604
25,2023-05-09 00:00:11,1.8600400000000001,1.86036
26,2023-05-09 00:00:12,1.86007,1.86039
27,2023-05-09 00:00:12,1.8600400000000001,1.86036
28,2023-05-09 00:00:12,1.86007,1.86039
29,2023-05-09 00:00:12,1.86008,1.8604
30,2023-05-09 00:00:13,1.86009,1.86041
31,2023-05-09 00:00:13,1.8601,1.86042
32,2023-05-09 00:00:13,1.86009,1.86041
33,2023-05-09 00:00:14,1.86008,1.8604
34,2023-05-09 00:00:14,1.86006,1.8603800000000001
35,2023-05-09 00:00:14,1.86005,1.86037
36,2023-05-09 00:00:15,1.86006,1.8603800000000001
37,2023-05-09 00:00:15,1.86009,1.86041
38,2023-05-09 00:00:15,1.86007,1.86039
39,2023-05-09 00:00:16,1.86014,1.86046
40,2023-05-09 00:00:16,1.86012,1.86044
41,2023-05-09 00:00:16,1.8601,1.86042
42,2023-05-09 00:00:16,1.86008,1.8604
43,2023-05-09 00:00:17,1.86005,1.86037
44,2023-05-09 00:00:18,1.8600400000000001,1.86036
45,2023-05-09 00:00:19,1.86003,1.86035
46,2023-05-09 00:00:19,1.8600400000000001,1.86036
47,2023-05-09 00:00:19,1.86005,1.86037
48,2023-05-09 00:00:20,1.86006,1.8603800000000001
49,2023-05-09 00:00:21,1.86005,1.86037
50,2023-05-09 00:00:22,1.86002,1.8603399999999999
51,2023-05-09 00:00:22,1.86005,1.86037
52,2023-05-09 00:00:23,1.8600400000000001,1.86036
53,2023-05-09 00:00:23,1.86005,1.86037
54,2023-05-09 00:00:25,1.8600400000000001,1.86036
55,2023-05-09 00:00:25,1.86006,1.8603800000000001
56,2023-05-09 00:00:25,1.86005,1.86037
57,2023-05-09 00:00:26,1.8601100000000002,1.86043
58,2023-05-09 00:00:26,1.86006,1.8603800000000001
59,2023-05-09 00:00:28,1.86005,1.86037
60,2023-05-09 00:00:29,1.8600400000000001,1.86036
61,2023-05-09 00:00:30,1.86006,1.8603800000000001
62,2023-05-09 00:00:30,1.86003,1.86035
63,2023-05-09 00:00:30,1.86001,1.86033
64,2023-05-09 00:00:31,1.86006,1.8603800000000001
65,2023-05-09 00:00:31,1.86007,1.86039
66,2023-05-09 00:00:31,1.86006,1.8603800000000001
67,2023-05-09 00:00:32,1.86007,1.86039
68,2023-05-09 00:00:32,1.8601,1.86042
69,2023-05-09 00:00:33,1.8601100000000002,1.86043
70,2023-05-09 00:00:34,1.86012,1.86044
71,2023-05-09 00:00:35,1.8601100000000002,1.86043
72,2023-05-09 00:00:36,1.86014,1.86046
73,2023-05-09 00:00:36,1.8601299999999998,1.8604500000000002
74,2023-05-09 00:00:36,1.86008,1.8604
75,2023-05-09 00:00:37,1.86009,1.86041
76,2023-05-09 00:00:38,1.8601100000000002,1.86043
77,2023-05-09 00:00:38,1.86009,1.86041
78,2023-05-09 00:00:39,1.8601,1.86042
79,2023-05-09 00:00:39,1.86009,1.86041
80,2023-05-09 00:00:39,1.8601100000000002,1.86043
81,2023-05-09 00:00:40,1.8601,1.86042
82,2023-05-09 00:00:40,1.86005,1.86037
83,2023-05-09 00:00:40,1.8599999999999999,1.86032
84,2023-05-09 00:00:41,1.85996,1.86028
85,2023-05-09 00:00:41,1.85994,1.86026
86,2023-05-09 00:00:41,1.86001,1.86033
87,2023-05-09 00:00:42,1.86003,1.86035
88,2023-05-09 00:00:42,1.86015,1.8604699999999998
89,2023-05-09 00:00:43,1.86016,1.86048
90,2023-05-09 00:00:43,1.8601999999999999,1.86052
