,time,bid,ask
0,2023-05-09 00:00:00,1.2612,1.26135
1,2023-05-09 00:00:00,1.26118,1.26133
2,2023-05-09 00:00:01,1.26117,1.26132
3,2023-05-09 00:00:01,1.26111,1.26126
4,2023-05-09 00:00:01,1.26116,1.26131
5,2023-05-09 00:00:01,1.26118,1.26133
6,2023-05-09 00:00:06,1.26119,1.2613400000000001
7,2023-05-09 00:00:07,1.26118,1.26133
8,2023-05-09 00:00:09,1.2612,1.26135
9,2023-05-09 00:00:09,1.26124,1.26139
10,2023-05-09 00:00:10,1.26122,1.2613699999999999
11,2023-05-09 00:00:10,1.26123,1.26138
12,2023-05-09 00:00:11,1.26124,1.26139
13,2023-05-09 00:00:11,1.26121,1.26136
14,2023-05-09 00:00:12,1.26118,1.26133
15,2023-05-09 00:00:12,1.26117,1.26132
16,2023-05-09 00:00:16,1.26122,1.2613699999999999
17,2023-05-09 00:00:16,1.26123,1.26138
18,2023-05-09 00:00:18,1.26124,1.26139
19,2023-05-09 00:00:20,1.26125,1.2614
20,2023-05-09 00:00:25,1.26124,1.26139
21,2023-05-09 00:00:25,1.26125,1.2614
22,2023-05-09 00:00:26,1.26126,1.26141
23,2023-05-09 00:00:26,1.26125,1.2614
24,2023-05-09 00:00:28,1.26126,1.26141
25,2023-05-09 00:00:30,1.2612700000000001,1.26142
26,2023-05-09 00:00:30,1.26128,1.26143
27,2023-05-09 00:00:31,1.2612700000000001,1.26142
28,2023-05-09 00:00:31,1.26128,1.26143
29,2023-05-09 00:00:31,1.26126,1.26141
30,2023-05-09 00:00:32,1.2612700000000001,1.26142
31,2023-05-09 00:00:37,1.26128,1.26143
32,2023-05-09 00:00:39,1.2612700000000001,1.26142
33,2023-05-09 00:00:41,1.26126,1.26141
34,2023-05-09 00:00:42,1.26125,1.2614
35,2023-05-09 00:00:42,1.26123,1.26138
36,2023-05-09 00:00:42,1.26124,1.26139
37,2023-05-09 00:00:43,1.26125,1.2614
38,2023-05-09 00:00:43,1.26119,1.2613400000000001
39,2023-05-09 00:00:51,1.26118,1.26133
40,2023-05-09 00:01:00,1.26118,1.26133
41,2023-05-09 00:01:00,1.26119,1.2613400000000001
42,2023-05-09 00:01:00,1.26118,1.26133
43,2023-05-09 00:01:00,1.26119,1.2613400000000001
44,2023-05-09 00:01:01,1.26118,1.26133
45,2023-05-09 00:01:04,1.26117,1.26132
46,2023-05-09 00:01:04,1.26116,1.26131
47,2023-05-09 00:01:05,1.26118,1.26133
48,2023-05-09 00:01:06,1.26117,1.26132
49,2023-05-09 00:01:09,1.26118,1.26133
50,2023-05-09 00:01:10,1.26117,1.26132
51,2023-05-09 00:01:10,1.26118,1.26133
52,2023-05-09 00:01:22,1.26117,1.26132
53,2023-05-09 00:01:24,1.26118,1.26133
54,2023-05-09 00:01:31,1.26117,1.26132
55,2023-05-09 00:01:36,1.26116,1.26131
56,2023-05-09 00:01:39,1.26117,1.26132
57,2023-05-09 00:01:40,1.26116,1.26131
58,2023-05-09 00:01:43,1.26118,1.26133
59,2023-05-09 00:01:43,1.26116,1.26131
60,2023-05-09 00:01:44,1.26115,1.2612999999999999
61,2023-05-09 00:01:44,1.26116,1.26131
62,2023-05-09 00:01:45,1.26115,1.2612999999999999
63,2023-05-09 00:01:45,1.2610999999999999,1.26125
64,2023-05-09 00:01:47,1.26109,1.26124
65,2023-05-09 00:01:47,1.26108,1.26123
66,2023-05-09 00:01:47,1.26109,1.26124
67,2023-05-09 00:01:48,1.26108,1.26123
68,2023-05-09 00:01:48,1.2610000000000001,1.26115
69,2023-05-09 00:01:48,1.26099,1.26114
70,2023-05-09 00:01:50,1.26101,1.26116
71,2023-05-09 00:01:50,1.26106,1.26121
72,2023-05-09 00:01:52,1.26105,1.2612
73,2023-05-09 00:01:52,1.26099,1.26114
74,2023-05-09 00:01:53,1.26098,1.26113
75,2023-05-09 00:01:54,1.26097,1.26112
76,2023-05-09 00:01:54,1.26098,1.26113
77,2023-05-09 00:01:54,1.26099,1.26114
78,2023-05-09 00:01:55,1.26098,1.26113
79,2023-05-09 00:02:00,1.26098,1.26113
80,2023-05-09 00:02:00,1.26097,1.26112
81,2023-05-09 00:02:04,1.26096,1.26111
82,2023-05-09 00:02:05,1.26097,1.26112
83,2023-05-09 00:02:06,1.26096,1.26111
84,2023-05-09 00:02:09,1.26098,1.26113
85,2023-05-09 00:02:09,1.26097,1.26112
86,2023-05-09 00:02:11,1.26098,1.26113
87,2023-05-09 00:02:11,1.26102,1.26117
88,2023-05-09 00:02:11,1.2610299999999999,1.26118
89,2023-05-09 00:02:14,1.26102,1.26117
90,2023-05-09 00:02:14,1.26101,1.26116
91,2023-05-09 00:02:15,1.26099,1.26114
92,2023-05-09 00:02:15,1.26097,1.26112
93,2023-05-09 00:02:16,1.26096,1.26111
94,2023-05-09 00:02:27,1.26097,1.26112
95,2023-05-09 00:02:27,1.26096,1.26111
96,2023-05-09 00:02:28,1.26097,1.26112
97,2023-05-09 00:02:29,1.26099,1.26114
98,2023-05-09 00:02:32,1.26102,1.26117
99,2023-05-09 00:02:33,1.2610000000000001,1.26115
100,2023-05-09 00:02:33,1.26102,1.26117
101,2023-05-09 00:02:33,1.2610299999999999,1.26118
102,2023-05-09 00:02:37,1.26101,1.26116
103,2023-05-09 00:02:37,1.26098,1.26113
104,2023-05-09 00:02:39,1.26096,1.26111
105,2023-05-09 00:02:44,1.26089,1.26104
106,2023-05-09 00:02:45,1.26093,1.26108
107,2023-05-09 00:02:46,1.26094,1.26109
108,2023-05-09 00:02:46,1.26095,1.2610999999999999
109,2023-05-09 00:02:48,1.26094,1.26109
110,2023-05-09 00:02:48,1.26093,1.26108
111,2023-05-09 00:02:50,1.26094,1.26109
112,2023-05-09 00:02:52,1.26096,1.26111
113,2023-05-09 00:02:53,1.26095,1.2610999999999999
114,2023-05-09 00:02:53,1.26091,1.26106
115,2023-05-09 00:02:53,1.26089,1.26104
116,2023-05-09 00:02:54,1.26088,1.2610299999999999
117,2023-05-09 00:02:54,1.26087,1.26102
118,2023-05-09 00:02:54,1.26079,1.26094
119,2023-05-09 00:02:54,1.26084,1.26099
120,2023-05-09 00:02:55,1.26086,1.26101
121,2023-05-09 00:02:55,1.26087,1.26102
122,2023-05-09 00:02:56,1.26086,1.26101
123,2023-05-09 00:02:58,1.26087,1.26102
124,2023-05-09 00:02:59,1.26086,1.26101
125,2023-05-09 00:02:59,1.26087,1.26102
126,2023-05-09 00:02:59,1.26086,1.26101
127,2023-05-09 00:02:59,1.26087,1.26102
128,2023-05-09 00:03:00,1.26087,1.26102
129,2023-05-09 00:03:00,1.26086,1.26101
130,2023-05-09 00:03:01,1.26084,1.26099
131,2023-05-09 00:03:01,1.26083,1.26098
132,2023-05-09 00:03:02,1.26082,1.26097
133,2023-05-09 00:03:03,1.26083,1.26098
134,2023-05-09 00:03:03,1.26084,1.26099
135,2023-05-09 00:03:04,1.26085,1.2610000000000001
136,2023-05-09 00:03:06,1.26086,1.26101
137,2023-05-09 00:03:07,1.26087,1.26102
138,2023-05-09 00:03:08,1.26088,1.2610299999999999
139,2023-05-09 00:03:09,1.26086,1.26101
140,2023-05-09 00:03:09,1.26088,1.2610299999999999
141,2023-05-09 00:03:12,1.26085,1.2610000000000001
142,2023-05-09 00:03:14,1.26084,1.26099
143,2023-05-09 00:03:14,1.26085,1.2610000000000001
144,2023-05-09 00:03:15,1.26084,1.26099
145,2023-05-09 00:03:15,1.26087,1.26102
146,2023-05-09 00:03:16,1.26085,1.2610000000000001
147,2023-05-09 00:03:17,1.26087,1.26102
148,2023-05-09 00:03:19,1.26088,1.2610299999999999
