,0
0,-716440.4732445283
1,-5172234351.443672
2,-542154050.5936413
3,-390059884.60927105
4,-535526822.0835314
5,-15938339.772233129
6,-598108036.746933
7,711497098.4230824
8,664243206.2430925
9,-607074151.6284752
10,-14050243.716139376
11,-513821877.30977154
12,-695806734.4412518
13,651064687.7791023
14,-659519161.7519073
15,572855938.8340855
16,385452829.9620848
17,537532065.1902528
18,-721127034.366435
19,-560240304.1182666
20,58990074.830246925
21,-755351280.2649174
22,20124188.55059093
23,-661902938.55513
24,627198139.3573055
25,-620963460.0129004
26,572569849.7760978
27,-13608403071.360199
28,-642859079.8406916
29,15455398577.375
30,-577360622.8629055
31,-668961679.0098801
32,-723248062.6628456
33,562404893.2867975
34,843045362.3852472
35,-732725530.2508554
36,-726007164.4343863
37,-760830704.4279413
38,-714346925.5439715
39,-527855297.29610443
40,-3112225.9800305273
41,788177310.7679291
42,-23598.319687055962
43,-787751189.3650436
44,730029012.6220407
45,769073737.2419147
46,794661320.602642
47,-694601463.7266326
48,710959441.5077176
49,782657861.8005314
50,749931620.2035227
51,0.03400486180939488
52,-773440659.4488225
53,417401.51236148365
54,-784529361.3299255
55,-800230696.6437368
56,-758009949.4826212
57,-742426974.1512814
58,14355637255.578796
59,-124745434609.65369
60,570395821.4742022
61,727931767.5438671
62,-751258438.4670639
63,734467230.6219368
64,-814838780.9683228
65,790541911.9727716
66,-768235259.4010153
67,605.4999179196498
68,768056581.6112127
69,-767673365.7078171
70,-763791504.022955
71,-779631996.5962391
72,-773253575.819603
73,749007767.5822268
74,10.900390348414419
75,764465689.732769
76,772320908.4519968
77,752616288.3922992
78,760858433.7998719
79,-784517111.3010645
80,-767828091.1344419
81,710666844.7201595
82,-805012184.067276
83,756293166.4390626
84,-791215783.0091953
85,555.2083569475526
86,761242132.5735636
87,-782032505.5359983
88,-2666474364.2989006
89,767771459.1372919
90,108672466.8238852
91,758969699.3901243
92,846267950.2615242
93,-760071435.362278
94,5.406823546018348
95,97.1246435123067
96,-773808035.3644257
97,-25342853598.057693
98,755973351.7109184
99,744799317.6538305
100,-787149115.3670282
101,-747416220.4399014
102,767568065.2017326
103,-746339359.2005157
104,27.256497772783916
