,0
0,79.11134626155763
1,54.528789468400646
2,-223.4650260801318
3,108.0023968266105
4,-260.40513556004225
5,36.20584081396646
6,126.03609414914808
7,-6.646397678409585
8,-47.04945219015826
9,-45.37502183538891
10,-15.080115902485886
11,6.843716850555211
12,226.64896519948525
13,-133.82843781010706
14,43.20195972534157
15,15.863921285794731
16,-73.41175116208979
17,1121.0955537002446
18,12.45040059228404
19,45.57502652362018
20,-57.87803634442662
21,-247.28704255848425
22,55.200517967625274
23,154.7150866642346
24,-78.24134654723639
25,-94.91604797183027
26,-96.47205821240277
27,-14.79865379972307
28,-32.96438831971591
29,-64.24583806020928
30,-108.2012280111012
31,79.66955581645561
32,50.80920960160074
33,141.39973770563302
34,-249.30953235187917
35,25.93577880346038
36,-75.07681772981232
37,-178.1077569165136
38,459.83786733968736
39,42.01064969132449
40,11.679056567367297
41,185.02501359452435
42,-24.215545726980963
43,-692.9929544073311
44,173.75863743224545
45,-76.46256158409233
46,0.16656017626883113
47,-21.457554946385244
48,0.8936845803345932
49,-52.23026941106946
50,33.7831555048615
51,104.79494141911437
52,153.89260578406947
53,-92.5253028669838
54,-88.4439576055438
55,81.59855459744085
56,80.02036476557168
57,-53.592210851503296
58,-42.09504084842865
59,107.62963855828548
60,65.10150790057196
61,556.9695914875774
62,12.517424570083676
63,186.32819452281365
64,-114.34035291223972
65,-32.37108034924768
66,88.66848003830455
67,238.5961955829116
68,-55.628106905360255
69,243.43715829431403
70,-137.77476602716342
71,-114.09898601559507
72,107.01258336307183
73,494.14784256539497
74,-184.00414857890428
75,10.764926149158327
76,138.81421385438261
77,718.2942878718059
78,-81.69902731465118
79,40.0556125358853
80,91.4366661001477
81,-184.359515204922
82,-59.295740918631054
83,-22.49540097165982
84,-15.248234719592801
85,-127.79798961371625
86,-186.6875529209574
87,-523.9866433687093
88,-205.68732851266032
89,23.56708518517189
90,-31.51568227212192
91,90.43610715642853
92,-176.5870269710449
93,172.30701778185903
94,-1423.77800971517
95,117.3977868784641
96,-97.87012144998516
97,-159.3391222081682
98,38.499127478775335
99,14.39004980500431
100,-20.420464198719856
101,18.104498353874078
102,62.67426201803937
103,-58.64741243742037
104,-41.49327913902607
105,73.81180890552241
106,-7.782473760387802
107,399.16886153794076
108,-3.3077068733764463
109,-101.37770828697103
110,79.72487623619145
111,89.9066808080388
112,74.625847841633
113,133.46031278588998
114,-18.775125938806013
115,69.90827604971855
116,-192.34131396539306
117,-259.5869415152338
118,-15.251465959883717
119,142.771355095957
120,102.72556768845607
121,-45.63577816649922
122,-242.2453416114331
123,104.28009572530209
124,2.3519249433566074
125,26.256553789371537
126,31.389984161391112
127,255.68704235936457
128,112.55353533864081
129,20.688441243210036
130,25.291510680086503
131,-51.37623094163337
132,-85.38557159235143
133,-108.45081611090563
134,93.5973316456002
135,50.41817660413744
136,109.4483185074323
137,6.399140956757947
